set|date|setID
Commander's Arsenal|2012-11-02|1484
From the Vault: Realms|2012-08-31|1510
Planechase 2012 Edition Planes|2012-06-01|2219
Avacyn Restored Promos|2012-05-04|2256
Dark Ascension Promos|2012-02-03|2261
Magic 2013 Promos|2012-07-01|2278
Return to Ravnica Promos|2012-08-05|2292
Judge Gift Cards 2012|2012-01-01|2496
Friday Night Magic 2012|2012-01-01|2521
Resale Promos 2012|2012-01-01|2584
Grand Prix Promos 2012|2012-01-01|2611
Wizards Play Network 2012|2012-01-01|2624
Duels of the Planeswalkers 2013 Promos|2012-01-01|2641
IDW Comics 2012|2012-01-01|2665
League Tokens 2012|2012-01-01|2867
Commander's Arsenal Oversized|2012-11-02|2883
Open the Helvault|2012-04-28|2885
Avacyn Restored Tokens|2012-05-04|2901
Duel Decks: Venser vs. Koth Tokens|2012-03-30|2928
Duel Decks: Izzet vs. Golgari Tokens|2012-09-07|2929
Dark Ascension Tokens|2012-02-03|2937
Magic 2013 Tokens|2012-07-13|2967
Return to Ravnica Tokens|2012-10-05|2988
Mirrodin Besieged|2011-02-04|1339
New Phyrexia|2011-05-13|1340
Magic 2012|2011-07-15|1341
Innistrad|2011-09-30|1342
Duel Decks: Knights vs. Dragons|2011-04-01|1458
Duel Decks: Ajani vs. Nicol Bolas|2011-08-01|1459
Commander 2011|2011-06-17|1482
From the Vault: Legends|2011-08-26|1509
Premium Deck Series: Graveborn|2011-11-18|1843
Salvat 2011|2011-01-02|2218
Innistrad Promos|2011-09-30|2271
Magic 2012 Promos|2011-07-15|2277
Mirrodin Besieged Promos|2011-02-04|2284
New Phyrexia Promos|2011-05-13|2286
Magazine Inserts 2011|2011-01-01|2453
Judge Gift Cards 2011|2011-01-01|2497
Friday Night Magic 2011|2011-01-01|2522
Magic Player Rewards 2011|2011-01-01|2528
Resale Promos 2011|2011-01-01|2583
Magic Premiere Shop 2011|2011-01-01|2596
Pro Tour Promos 2011|2011-01-01|2600
Grand Prix Promos 2011|2011-01-01|2610
Wizards Play Network 2011|2011-01-01|2623
Duels of the Planeswalkers 2012 Promos|2011-01-01|2642
Commander 2011 Launch Party|2011-06-17|2644
Commander 2011 Oversized|2011-06-17|2645
Duel Decks: Mirrodin Pure vs. New Phyrexia|2011-05-14|2919
Duel Decks: Knights vs. Dragons Tokens|2011-04-01|2926
Duel Decks: Ajani vs. Nicol Bolas Tokens|2011-09-02|2927
Innistrad Tokens|2011-09-30|2957
Magic 2012 Tokens|2011-07-15|2966
Mirrodin Besieged Tokens|2011-02-04|2973
New Phyrexia Tokens|2011-05-13|2981
Worldwake|2010-01-30|1238
Rise of the Eldrazi|2010-04-23|1239
Magic 2011|2010-07-16|1337
Scars of Mirrodin|2010-08-01|1338
Archenemy|2010-06-18|1438
Duel Decks: Phyrexia vs. the Coalition|2010-03-19|1456
Duel Decks: Elspeth vs. Tezzeret|2010-09-03|1457
From the Vault: Relics|2010-08-27|1508
Premium Deck Series: Fire and Lightning|2010-11-19|1557
World Magic Cup Qualifier Promo Cards|2010-07-22|2063
Duels of the Planeswalkers|2006-04-10|2068
Archenemy Schemes|2010-06-18|2217
Magic 2011 Promos|2010-07-16|2276
Rise of the Eldrazi Promos|2010-04-23|2291
Scars of Mirrodin Promos|2010-08-01|2295
Worldwake Promos|2010-01-30|2300
Magazine Inserts 2010|2010-01-01|2452
Judge Gift Cards 2010|2010-01-01|2498
Friday Night Magic 2010|2010-01-01|2517
Magic Player Rewards 2010|2010-01-01|2529
Resale Promos 2010|2010-01-01|2582
Magic Premiere Shop 2010|2010-01-01|2595
Pro Tour Promos 2010|2010-01-01|2599
Grand Prix Promos 2010|2010-01-01|2609
Wizards Play Network 2010|2010-01-01|2622
Duels of the Planeswalkers 2010 Promos|2010-01-01|2638
Promotional Schemes|2010-06-18|2643
Magic Online Theme Decks|2010-11-08|2918
Duel Decks: Phyrexia vs. the Coalition Tokens|2010-03-19|2924
Duel Decks: Elspeth vs. Tezzeret Tokens|2010-09-03|2925
Magic 2011 Tokens|2010-07-16|2965
Rise of the Eldrazi Tokens|2010-04-23|2987
Scars of Mirrodin Tokens|2010-10-01|2991
Worldwake Tokens|2010-02-05|3000
Conflux|2009-02-06|1139
Alara Reborn|2009-04-30|1155
Magic 2010|2009-07-17|1186
Zendikar|2009-10-02|1237
Planechase|2009-04-09|1240
Premium Deck Series: Slivers|2009-11-20|1397
From the Vault: Exiled|2009-08-28|1398
Duel Decks: Divine vs. Demonic|2009-04-10|1454
Duel Decks: Garruk vs. Liliana|2009-10-30|1455
Planechase Planes|2009-04-09|2216
Magic 2010 Promos|2009-07-17|2275
Zendikar Promos|2009-10-02|2302
Judge Gift Cards 2009|2009-01-01|2490
Friday Night Magic 2009|2009-01-01|2518
Magic Player Rewards 2009|2009-01-01|2530
Resale Promos 2009|2009-01-01|2581
Magic Premiere Shop 2009|2009-01-01|2594
Pro Tour Promos 2009|2009-01-01|2598
Grand Prix Promos 2009|2009-01-01|2608
Wizards Play Network 2009|2009-01-01|2621
Duels of the Planeswalkers 2009 Promos|2009-01-01|2632
Promotional Planes|2009-09-04|2633
Alara Reborn Promos|2009-04-30|2634
URL/Convention Promos|2009-02-08|2635
Conflux Promos|2009-02-06|2636
Miscellaneous Book Promos|2009-01-27|2637
Alara Reborn Tokens|2009-04-30|2900
Conflux Tokens|2009-02-06|2917
Duel Decks: Divine vs. Demonic Tokens|2009-04-10|2922
Duel Decks: Garruk vs. Liliana Tokens|2009-10-30|2923
Magic 2010 Tokens|2009-07-17|2964
Zendikar Tokens|2009-10-02|3002
Morningtide|2008-02-01|1040
Shadowmoor|2008-05-02|1136
Eventide|2008-07-25|1137
Shards of Alara|2008-10-03|1138
Wizards Play Network 2008|2008-01-01|1409
Duel Decks: Jace vs. Chandra|2008-11-01|1453
From the Vault: Dragons|2008-08-29|1507
15th Anniversary|2008-04-01|2237
Gateway 2008|2008-01-01|2431
Junior Super Series 2008|2008-01-01|2484
Judge Gift Cards 2008|2008-01-01|2491
Friday Night Magic 2008|2008-01-01|2519
Magic Player Rewards 2008|2008-01-01|2531
Resale Promos 2008|2008-01-01|2580
Magic Premiere Shop 2008|2008-01-01|2593
Pro Tour Promos 2008|2008-01-01|2597
Grand Prix Promos 2008|2008-01-01|2607
Morningtide Promos|2008-02-01|2618
Shadowmoor Promos|2008-05-02|2619
Eventide Promos|2008-07-25|2620
Shards of Alara Promos|2008-10-03|2625
Junior APAC Series 2008|2008-01-01|2842
Junior Series Europe|2008-01-01|2846
Shards of Alara Tokens|2008-10-03|2899
Duel Decks: Jace vs. Chandra Tokens|2008-11-07|2921
Eventide Tokens|2008-07-25|2945
Morningtide Tokens|2008-02-01|2980
Shadowmoor Tokens|2008-05-02|2989
Planar Chaos|2007-02-03|588
Future Sight|2007-05-04|786
Tenth Edition|2007-07-13|1028
Lorwyn|2007-10-12|1031
Duel Decks: Elves vs. Goblins|2007-11-16|1452
Grand Prix Promos 2007|2007-02-04|1523
Summer of Magic|2007-07-21|2244
Tenth Edition Promos|2007-07-13|2253
Gateway 2007|2007-01-01|2430
Junior Super Series 2007|2007-01-01|2483
Judge Gift Cards 2007|2007-01-01|2492
Friday Night Magic 2007|2007-01-01|2513
Magic Player Rewards 2007|2007-01-01|2532
Resale Promos 2007|2007-01-01|2575
Magic Premiere Shop 2007|2007-01-01|2576
Future Sight Promos|2007-05-04|2577
Planar Chaos Promos|2007-02-02|2578
Lorwyn Promos|2007-10-12|2579
Junior APAC Series 2007|2007-01-01|2841
Junior Series Europe|2007-01-01|2845
Tenth Edition Tokens|2007-07-13|2894
Duel Decks: Elves vs. Goblins Tokens|2007-11-16|2920
Lorwyn Tokens|2007-10-12|2963
Guildpact|2006-02-03|268
Dissension|2006-05-05|288
Coldsnap|2006-07-08|289
Time Spiral|2006-10-06|290
Time Spiral: Timeshifted|2006-10-06|1399
Champs and States|2006-03-18|1526
Pro Tour Promos 2006|2006-01-01|1527
Gateway 2006|2006-01-02|2069
Happy Holidays Promos|2006-12-31|2202
Hachette UK|2006-02-01|2210
Coldsnap: Theme Decks|2006-07-01|2211
Junior Super Series 2006|2006-01-01|2482
Judge Gift Cards 2006|2006-01-01|2493
Friday Night Magic 2006|2006-01-01|2514
Magic Player Rewards 2006|2006-01-01|2533
Arena League 2006|2006-01-01|2538
Time Spiral Promos|2006-10-06|2569
Coldsnap Promos|2006-07-21|2570
Guildpact Promos|2006-02-03|2571
Dissension Promos|2006-05-05|2572
Magic Premiere Shop 2006|2006-01-01|2573
Junior APAC Series 2006|2006-01-01|2840
Junior Series Europe|2006-01-01|2844
Betrayers of Kamigawa|2005-02-04|182
Saviors of Kamigawa|2005-06-03|183
Ninth Edition|2005-07-29|256
Ravnica: City of Guilds|2005-10-07|257
Magic Premiere Shop 2005|2005-01-01|2067
Salvat 2005|2005-08-01|2209
Two-Headed Giant Tournament|2005-12-09|2246
Junior Super Series 2005|2005-01-01|2481
Judge Gift Cards 2005|2005-01-01|2487
Friday Night Magic 2005|2005-01-01|2515
Magic Player Rewards 2005|2005-01-01|2534
Arena League 2005|2005-01-01|2539
Saviors of Kamigawa Promos|2005-06-03|2565
Betrayers of Kamigawa Promos|2005-02-04|2566
Ravnica: City of Guilds Promos|2005-10-07|2567
Ninth Edition Promos|2005-07-29|2568
Junior Series Europe|2005-01-01|2843
Darksteel|2004-02-06|178
Fifth Dawn|2004-06-04|179
Champions of Kamigawa|2004-10-01|180
Unhinged|2004-11-20|181
Judge Gift Cards 2004|2004-01-01|2488
Friday Night Magic 2004|2004-01-01|2516
Magic Player Rewards 2004|2004-01-01|2535
Arena League 2004|2004-01-01|2540
Unhinged Promos|2004-11-19|2560
Champions of Kamigawa Promos|2004-10-01|2561
Fifth Dawn Promos|2004-06-04|2563
Darksteel Promos|2004-06-04|2564
World Championship Decks 2004|2004-09-01|3009
Legions|2003-02-03|174
Scourge|2003-05-26|175
Eighth Edition|2003-07-28|176
Mirrodin|2003-10-03|177
Junior Super Series 2003|2003-01-01|2480
Judge Gift Cards 2003|2003-01-01|2489
Friday Night Magic 2003|2003-01-01|2511
Magic Player Rewards 2003|2003-01-01|2536
Arena League 2003|2003-01-01|2541
Mirrodin Promos|2004-06-04|2554
Eighth Edition Promos|2003-07-28|2556
Scourge Promos|2003-05-26|2557
Legions Promos|2003-02-03|2558
Japan Junior Tournament|2003-01-01|2559
Magic Online Avatars|2003-01-01|2888
World Championship Decks 2003|2003-08-06|3008
Torment|2002-02-04|171
Judgment|2002-05-01|172
Onslaught|2002-08-07|173
Junior Super Series 2002|2002-01-01|2479
Judge Gift Cards 2002|2002-01-01|2486
Friday Night Magic 2002|2002-01-01|2512
Magic Player Rewards 2002|2002-01-01|2537
Arena League 2002|2002-01-01|2542
Onslaught Promos|2003-02-03|2549
Hobby Japan Promos|2002-07-01|2551
Judgment Promos|2002-05-27|2552
Torment Promos|2002-02-04|2553
World Championship Decks 2002|2002-08-14|3007
Planeshift|2001-02-05|167
Seventh Edition|2001-04-11|168
Apocalypse|2001-06-04|169
Odyssey|2001-10-01|170
Magic Player Rewards 2001|2001-05-01|582
Deckmasters Garfield vs Finkel|2001-12-01|583
Magazine Inserts 2001|2001-01-01|2451
Junior Super Series 2001|2001-01-01|2478
Judge Gift Cards 2001|2001-01-01|2485
Friday Night Magic 2001|2001-01-01|2510
Arena League 2001|2001-01-01|2543
Odyssey Promos|2001-10-01|2544
Sega Dreamcast Cards|2001-06-28|2546
Apocalypse Promos|2001-06-04|2547
Planeshift Promos|2001-02-05|2548
World Championship Decks 2001|2001-08-08|3006
Nemesis|2000-02-14|164
Prophecy|2000-06-05|165
Invasion|2000-10-02|166
Beatdown Box Set|2000-10-01|584
Starter 2000|2000-06-01|1329
Judge Gift Cards 2000|2000-01-02|1520
Friday Night Magic 2000|2000-02-01|2071
European Land Program|2000-02-05|2251
Magazine Inserts 2000|2000-01-01|2450
Junior Super Series 2000|2000-01-01|2477
Invasion Promos|2000-10-02|2505
Prophecy Promos|2000-06-05|2507
Nemesis Promos|2000-02-14|2508
Arena League 2000|2000-01-01|2509
World Championship Decks 2000|2000-08-02|3005
Urza's Legacy|1999-02-15|158
Classic Sixth Edition|1999-04-28|159
Urza's Destiny|1999-06-07|160
Portal Three Kingdoms|1999-05-01|161
Starter 1999|1999-06-01|162
Mercadian Masques|1999-08-04|163
Battle Royale Box Set|1999-11-12|788
Guru Lands|1999-07-01|1408
Magazine Inserts 1999|1999-01-01|2449
Junior Super Series 1999|1999-12-01|2467
Mercadian Masques Promos|1999-10-04|2468
Wizards of the Coast Online Store|1999-09-04|2469
World Championship Promos|1999-08-04|2470
Portal: Three Kingdoms Promos|1999-07-01|2472
Urza's Destiny Promos|1999-06-07|2473
Urza's Legacy Promos|1999-02-15|2474
Arena League 1999|1999-01-01|2475
Judge Gift Cards 1999|1999-01-01|2476
World Championship Decks 1999|1999-08-04|3012
Stronghold|1998-02-21|153
Exodus|1998-06-15|154
Portal Second Age|1998-06-24|155
Unglued|1998-08-07|156
Urza's Saga|1998-10-12|157
Anthologies|1998-11-12|787
Asia Pacific Land Program|1998-09-01|2250
Stronghold Promos|1998-03-02|2462
Judge Gift Cards 1998|1998-01-01|2463
Urza's Saga Promos|1998-10-12|2464
Exodus Promos|1998-06-15|2466
Unglued Tokens|1998-08-11|2995
World Championship Decks 1998|1998-08-12|3011
Visions|1997-01-11|148
Fifth Edition|1997-03-24|149
Weatherlight|1997-06-09|150
Portal|1997-06-01|151
Tempest|1997-10-04|152
Magazine Inserts 1997|1997-01-01|2448
Tempest Promos|1997-10-14|2456
Portal Demo Game|1997-05-01|2458
Vanguard Series|1997-05-01|2459
Astral Cards|1997-04-01|2460
MicroProse Promos|1997-04-01|2461
World Championship Decks 1997|1997-08-13|3010
Oversized League Prizes|1997-05-30|5433
Alliances|1996-06-10|146
Mirage|1996-09-21|147
Celebration Cards|1996-08-14|2239
Introductory Two-Player Set|1996-12-31|2440
Multiverse Gift Box|1996-11-01|2441
Redemption Program|1996-10-01|2442
Arena League 1996|1996-08-02|2444
Rivals Quick Start Set|1996-07-01|2445
Pro Tour Collector Set|1996-05-01|2446
Magazine Inserts 1996|1996-01-01|2447
Oversized 90's Promos|1996-04-01|5432
Renaissance|1995-09-10|102
Fourth Edition|1995-04-01|142
Ice Age|1995-06-01|143
Chronicles|1995-07-01|144
Homelands|1995-10-14|145
Rinascimento|1995-08-01|2429
Fourth Edition Foreign Black Border|1995-04-01|2437
Magazine Inserts 1995|1995-01-01|2438
DCI Legend Membership|1995-01-01|2439
Antiquities|1994-03-01|137
Revised Edition|1994-04-01|138
Legends|1994-06-01|139
The Dark|1994-08-01|140
Fallen Empires|1994-11-01|141
Foreign Black Border|1994-04-01|2249
HarperPrism Book Promos|1994-09-01|2432
Dragon Con|1994-07-15|2433
Summer Magic / Edgar|1994-06-21|2434
Limited Edition Alpha|1993-08-01|133
Limited Edition Beta|1993-08-10|134
Arabian Nights|1993-12-01|135
Unlimited Edition|1993-12-01|136
Intl. Collector's Edition|1993-12-10|2435
Collectors' Edition|1993-12-10|2436
Legacy Championship|2011-01-01|2240
